# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/binf-isilon/vintherlab/jvinther/scratch/data/sequences/RNAs_100.saf" "-o" "/binf-isilon/vintherlab/jvinther/scratch/featureCount_counts.txt" "-F" "SAF" "02.sam" "03.sam" "05.sam" "06.sam" "08.sam" "09.sam" "11.sam" "12.sam" "14.sam" "15.sam" 
Geneid	Chr	Start	End	Strand	Length	02.sam	03.sam	05.sam	06.sam	08.sam	09.sam	11.sam	12.sam	14.sam	15.sam
hsa-mir-4510_MI0016876_human_miR-4510	hsa-mir-4510_MI0016876_human_miR-4510	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-4511_MI0016877_human_miR-4511	hsa-mir-4511_MI0016877_human_miR-4511	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-4512_MI0016878_human_miR-4512	hsa-mir-4512_MI0016878_human_miR-4512	1	77	+	77	0	0	0	0	0	0	0	0	0	0
hsa-mir-4513_MI0016879_human_miR-4513	hsa-mir-4513_MI0016879_human_miR-4513	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-4514_MI0016880_human_miR-4514	hsa-mir-4514_MI0016880_human_miR-4514	1	57	+	57	0	0	0	0	0	0	0	0	0	0
hsa-mir-4515_MI0016881_human_miR-4515	hsa-mir-4515_MI0016881_human_miR-4515	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-4516_MI0016882_human_miR-4516	hsa-mir-4516_MI0016882_human_miR-4516	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-4517_MI0016883_human_miR-4517	hsa-mir-4517_MI0016883_human_miR-4517	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-4518_MI0016884_human_miR-4518	hsa-mir-4518_MI0016884_human_miR-4518	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-4519_MI0016885_human_miR-4519	hsa-mir-4519_MI0016885_human_miR-4519	1	58	+	58	0	0	0	0	0	0	0	0	0	0
hsa-mir-4520-1_MI0016886_human_miR-4520-1	hsa-mir-4520-1_MI0016886_human_miR-4520-1	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4521_MI0016887_human_miR-4521	hsa-mir-4521_MI0016887_human_miR-4521	1	60	+	60	0	0	0	0	0	0	0	0	0	0
hsa-mir-1269b_MI0016888_human_miR-1269b	hsa-mir-1269b_MI0016888_human_miR-1269b	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4522_MI0016889_human_miR-4522	hsa-mir-4522_MI0016889_human_miR-4522	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-4523_MI0016890_human_miR-4523	hsa-mir-4523_MI0016890_human_miR-4523	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-4524a_MI0016891_human_miR-4524a	hsa-mir-4524a_MI0016891_human_miR-4524a	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-4525_MI0016892_human_miR-4525	hsa-mir-4525_MI0016892_human_miR-4525	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4526_MI0016893_human_miR-4526	hsa-mir-4526_MI0016893_human_miR-4526	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-4527_MI0016894_human_miR-4527	hsa-mir-4527_MI0016894_human_miR-4527	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4528_MI0016895_human_miR-4528	hsa-mir-4528_MI0016895_human_miR-4528	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-4529_MI0016896_human_miR-4529	hsa-mir-4529_MI0016896_human_miR-4529	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-4530_MI0016897_human_miR-4530	hsa-mir-4530_MI0016897_human_miR-4530	1	56	+	56	0	0	0	0	0	0	0	0	0	0
hsa-mir-4531_MI0016898_human_miR-4531	hsa-mir-4531_MI0016898_human_miR-4531	1	47	+	47	0	0	0	0	0	0	0	0	0	0
hsa-mir-4532_MI0016899_human_miR-4532	hsa-mir-4532_MI0016899_human_miR-4532	1	51	+	51	0	0	0	0	0	0	0	0	0	0
hsa-mir-4533_MI0016900_human_miR-4533	hsa-mir-4533_MI0016900_human_miR-4533	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-4534_MI0016901_human_miR-4534	hsa-mir-4534_MI0016901_human_miR-4534	1	60	+	60	0	0	0	0	0	0	0	0	0	0
hsa-mir-378i_MI0016902_human_miR-378i	hsa-mir-378i_MI0016902_human_miR-378i	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4535_MI0016903_human_miR-4535	hsa-mir-4535_MI0016903_human_miR-4535	1	59	+	59	0	0	0	0	0	0	0	0	0	0
hsa-mir-548am_MI0016904_human_miR-548am	hsa-mir-548am_MI0016904_human_miR-548am	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-1587_MI0016905_human_miR-1587	hsa-mir-1587_MI0016905_human_miR-1587	1	53	+	53	0	0	0	0	0	0	0	0	0	0
hsa-mir-4536-1_MI0016906_human_miR-4536-1	hsa-mir-4536-1_MI0016906_human_miR-4536-1	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-548an_MI0016907_human_miR-548an	hsa-mir-548an_MI0016907_human_miR-548an	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-4537_MI0016908_human_miR-4537	hsa-mir-4537_MI0016908_human_miR-4537	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4538_MI0016909_human_miR-4538	hsa-mir-4538_MI0016909_human_miR-4538	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-4539_MI0016910_human_miR-4539	hsa-mir-4539_MI0016910_human_miR-4539	1	60	+	60	0	0	0	0	0	0	0	0	0	0
hsa-mir-4540_MI0016911_human_miR-4540	hsa-mir-4540_MI0016911_human_miR-4540	1	55	+	55	0	0	0	0	0	0	0	0	0	0
hsa-mir-3960_MI0016964_human_miR-3960	hsa-mir-3960_MI0016964_human_miR-3960	1	91	+	91	0	0	0	0	0	0	0	0	0	0
hsa-mir-3972_MI0016990_human_miR-3972	hsa-mir-3972_MI0016990_human_miR-3972	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-3973_MI0016991_human_miR-3973	hsa-mir-3973_MI0016991_human_miR-3973	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-3974_MI0016992_human_miR-3974	hsa-mir-3974_MI0016992_human_miR-3974	1	96	+	96	0	0	0	0	0	0	0	0	0	0
hsa-mir-3975_MI0016993_human_miR-3975	hsa-mir-3975_MI0016993_human_miR-3975	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-3976_MI0016994_human_miR-3976	hsa-mir-3976_MI0016994_human_miR-3976	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-3977_MI0016995_human_miR-3977	hsa-mir-3977_MI0016995_human_miR-3977	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-3978_MI0016996_human_miR-3978	hsa-mir-3978_MI0016996_human_miR-3978	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-4632_MI0017259_human_miR-4632	hsa-mir-4632_MI0017259_human_miR-4632	1	61	+	61	0	0	0	0	0	0	0	0	0	0
hsa-mir-4633_MI0017260_human_miR-4633	hsa-mir-4633_MI0017260_human_miR-4633	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-4634_MI0017261_human_miR-4634	hsa-mir-4634_MI0017261_human_miR-4634	1	54	+	54	0	0	0	0	0	0	0	0	0	0
hsa-mir-4635_MI0017262_human_miR-4635	hsa-mir-4635_MI0017262_human_miR-4635	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-4636_MI0017263_human_miR-4636	hsa-mir-4636_MI0017263_human_miR-4636	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4637_MI0017264_human_miR-4637	hsa-mir-4637_MI0017264_human_miR-4637	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-4638_MI0017265_human_miR-4638	hsa-mir-4638_MI0017265_human_miR-4638	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-4639_MI0017266_human_miR-4639	hsa-mir-4639_MI0017266_human_miR-4639	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-4640_MI0017267_human_miR-4640	hsa-mir-4640_MI0017267_human_miR-4640	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-4641_MI0017268_human_miR-4641	hsa-mir-4641_MI0017268_human_miR-4641	1	66	+	66	0	0	0	0	0	0	0	0	0	0
hsa-mir-4642_MI0017269_human_miR-4642	hsa-mir-4642_MI0017269_human_miR-4642	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-4643_MI0017270_human_miR-4643	hsa-mir-4643_MI0017270_human_miR-4643	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-4644_MI0017271_human_miR-4644	hsa-mir-4644_MI0017271_human_miR-4644	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-4645_MI0017272_human_miR-4645	hsa-mir-4645_MI0017272_human_miR-4645	1	77	+	77	0	0	0	0	0	0	0	0	0	0
hsa-mir-4646_MI0017273_human_miR-4646	hsa-mir-4646_MI0017273_human_miR-4646	1	63	+	63	0	0	0	0	0	0	0	0	0	0
hsa-mir-4647_MI0017274_human_miR-4647	hsa-mir-4647_MI0017274_human_miR-4647	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4648_MI0017275_human_miR-4648	hsa-mir-4648_MI0017275_human_miR-4648	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-4649_MI0017276_human_miR-4649	hsa-mir-4649_MI0017276_human_miR-4649	1	64	+	64	0	0	0	0	0	0	0	0	0	0
hsa-mir-4650-1_MI0017277_human_miR-4650-1	hsa-mir-4650-1_MI0017277_human_miR-4650-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4650-2_MI0017278_human_miR-4650-2	hsa-mir-4650-2_MI0017278_human_miR-4650-2	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4651_MI0017279_human_miR-4651	hsa-mir-4651_MI0017279_human_miR-4651	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-4652_MI0017280_human_miR-4652	hsa-mir-4652_MI0017280_human_miR-4652	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-4653_MI0017281_human_miR-4653	hsa-mir-4653_MI0017281_human_miR-4653	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-4654_MI0017282_human_miR-4654	hsa-mir-4654_MI0017282_human_miR-4654	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4655_MI0017283_human_miR-4655	hsa-mir-4655_MI0017283_human_miR-4655	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4656_MI0017284_human_miR-4656	hsa-mir-4656_MI0017284_human_miR-4656	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4657_MI0017285_human_miR-4657	hsa-mir-4657_MI0017285_human_miR-4657	1	53	+	53	0	0	0	0	0	0	0	0	0	0
hsa-mir-4658_MI0017286_human_miR-4658	hsa-mir-4658_MI0017286_human_miR-4658	1	65	+	65	0	0	0	0	0	0	0	0	0	0
hsa-mir-4659a_MI0017287_human_miR-4659a	hsa-mir-4659a_MI0017287_human_miR-4659a	1	81	+	81	0	0	0	0	0	0	0	0	1	0
hsa-mir-4660_MI0017288_human_miR-4660	hsa-mir-4660_MI0017288_human_miR-4660	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4661_MI0017289_human_miR-4661	hsa-mir-4661_MI0017289_human_miR-4661	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4662a_MI0017290_human_miR-4662a	hsa-mir-4662a_MI0017290_human_miR-4662a	1	67	+	67	0	0	0	0	0	0	0	0	0	0
hsa-mir-4659b_MI0017291_human_miR-4659b	hsa-mir-4659b_MI0017291_human_miR-4659b	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-4663_MI0017292_human_miR-4663	hsa-mir-4663_MI0017292_human_miR-4663	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4662b_MI0017293_human_miR-4662b	hsa-mir-4662b_MI0017293_human_miR-4662b	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-4664_MI0017294_human_miR-4664	hsa-mir-4664_MI0017294_human_miR-4664	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-4665_MI0017295_human_miR-4665	hsa-mir-4665_MI0017295_human_miR-4665	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-4666a_MI0017296_human_miR-4666a	hsa-mir-4666a_MI0017296_human_miR-4666a	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-4667_MI0017297_human_miR-4667	hsa-mir-4667_MI0017297_human_miR-4667	1	66	+	66	0	0	0	0	0	0	0	0	0	0
hsa-mir-4668_MI0017298_human_miR-4668	hsa-mir-4668_MI0017298_human_miR-4668	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-219b_MI0017299_human_miR-219b	hsa-mir-219b_MI0017299_human_miR-219b	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-4669_MI0017300_human_miR-4669	hsa-mir-4669_MI0017300_human_miR-4669	1	62	+	62	0	0	0	0	0	0	0	0	0	0
hsa-mir-4670_MI0017301_human_miR-4670	hsa-mir-4670_MI0017301_human_miR-4670	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4671_MI0017302_human_miR-4671	hsa-mir-4671_MI0017302_human_miR-4671	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-4672_MI0017303_human_miR-4672	hsa-mir-4672_MI0017303_human_miR-4672	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-4673_MI0017304_human_miR-4673	hsa-mir-4673_MI0017304_human_miR-4673	1	59	+	59	0	0	0	0	0	0	0	0	0	0
hsa-mir-4674_MI0017305_human_miR-4674	hsa-mir-4674_MI0017305_human_miR-4674	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-4675_MI0017306_human_miR-4675	hsa-mir-4675_MI0017306_human_miR-4675	1	77	+	77	0	0	0	0	0	0	0	0	0	0
hsa-mir-4676_MI0017307_human_miR-4676	hsa-mir-4676_MI0017307_human_miR-4676	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-4677_MI0017308_human_miR-4677	hsa-mir-4677_MI0017308_human_miR-4677	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4678_MI0017309_human_miR-4678	hsa-mir-4678_MI0017309_human_miR-4678	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4679-1_MI0017310_human_miR-4679-1	hsa-mir-4679-1_MI0017310_human_miR-4679-1	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4679-2_MI0017311_human_miR-4679-2	hsa-mir-4679-2_MI0017311_human_miR-4679-2	1	77	+	77	0	0	0	0	0	0	0	0	0	0
hsa-mir-4680_MI0017312_human_miR-4680	hsa-mir-4680_MI0017312_human_miR-4680	1	66	+	66	0	0	0	0	0	0	0	0	0	0
hsa-mir-4681_MI0017313_human_miR-4681	hsa-mir-4681_MI0017313_human_miR-4681	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-4682_MI0017314_human_miR-4682	hsa-mir-4682_MI0017314_human_miR-4682	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4683_MI0017315_human_miR-4683	hsa-mir-4683_MI0017315_human_miR-4683	1	81	+	81	0	1	0	0	0	0	2	0	0	0
hsa-mir-4684_MI0017316_human_miR-4684	hsa-mir-4684_MI0017316_human_miR-4684	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-4685_MI0017317_human_miR-4685	hsa-mir-4685_MI0017317_human_miR-4685	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-4686_MI0017318_human_miR-4686	hsa-mir-4686_MI0017318_human_miR-4686	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4687_MI0017319_human_miR-4687	hsa-mir-4687_MI0017319_human_miR-4687	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-1343_MI0017320_human_miR-1343	hsa-mir-1343_MI0017320_human_miR-1343	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-4688_MI0017321_human_miR-4688	hsa-mir-4688_MI0017321_human_miR-4688	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-4689_MI0017322_human_miR-4689	hsa-mir-4689_MI0017322_human_miR-4689	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4690_MI0017323_human_miR-4690	hsa-mir-4690_MI0017323_human_miR-4690	1	60	+	60	0	0	0	0	0	0	0	0	0	0
hsa-mir-4691_MI0017324_human_miR-4691	hsa-mir-4691_MI0017324_human_miR-4691	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-4692_MI0017325_human_miR-4692	hsa-mir-4692_MI0017325_human_miR-4692	1	63	+	63	0	0	0	0	0	0	0	0	0	0
hsa-mir-4693_MI0017326_human_miR-4693	hsa-mir-4693_MI0017326_human_miR-4693	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4694_MI0017327_human_miR-4694	hsa-mir-4694_MI0017327_human_miR-4694	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4695_MI0017328_human_miR-4695	hsa-mir-4695_MI0017328_human_miR-4695	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4696_MI0017329_human_miR-4696	hsa-mir-4696_MI0017329_human_miR-4696	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4697_MI0017330_human_miR-4697	hsa-mir-4697_MI0017330_human_miR-4697	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-4698_MI0017331_human_miR-4698	hsa-mir-4698_MI0017331_human_miR-4698	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4699_MI0017332_human_miR-4699	hsa-mir-4699_MI0017332_human_miR-4699	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4700_MI0017333_human_miR-4700	hsa-mir-4700_MI0017333_human_miR-4700	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4701_MI0017334_human_miR-4701	hsa-mir-4701_MI0017334_human_miR-4701	1	63	+	63	0	0	0	0	0	0	0	0	0	0
hsa-mir-3198-2_MI0017335_human_miR-3198-2	hsa-mir-3198-2_MI0017335_human_miR-3198-2	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4703_MI0017336_human_miR-4703	hsa-mir-4703_MI0017336_human_miR-4703	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-4704_MI0017337_human_miR-4704	hsa-mir-4704_MI0017337_human_miR-4704	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4705_MI0017338_human_miR-4705	hsa-mir-4705_MI0017338_human_miR-4705	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-4706_MI0017339_human_miR-4706	hsa-mir-4706_MI0017339_human_miR-4706	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-4707_MI0017340_human_miR-4707	hsa-mir-4707_MI0017340_human_miR-4707	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-4708_MI0017341_human_miR-4708	hsa-mir-4708_MI0017341_human_miR-4708	1	67	+	67	0	0	0	0	0	0	0	0	0	0
hsa-mir-4709_MI0017342_human_miR-4709	hsa-mir-4709_MI0017342_human_miR-4709	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-203b_MI0017343_human_miR-203b	hsa-mir-203b_MI0017343_human_miR-203b	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-4710_MI0017344_human_miR-4710	hsa-mir-4710_MI0017344_human_miR-4710	1	56	+	56	0	0	0	0	0	0	0	0	0	0
hsa-mir-4711_MI0017345_human_miR-4711	hsa-mir-4711_MI0017345_human_miR-4711	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4712_MI0017346_human_miR-4712	hsa-mir-4712_MI0017346_human_miR-4712	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-4713_MI0017347_human_miR-4713	hsa-mir-4713_MI0017347_human_miR-4713	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-4714_MI0017348_human_miR-4714	hsa-mir-4714_MI0017348_human_miR-4714	1	77	+	77	0	0	0	0	0	0	0	0	0	0
hsa-mir-4715_MI0017349_human_miR-4715	hsa-mir-4715_MI0017349_human_miR-4715	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-4716_MI0017350_human_miR-4716	hsa-mir-4716_MI0017350_human_miR-4716	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-3529_MI0017351_human_miR-3529	hsa-mir-3529_MI0017351_human_miR-3529	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-4717_MI0017352_human_miR-4717	hsa-mir-4717_MI0017352_human_miR-4717	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-4718_MI0017353_human_miR-4718	hsa-mir-4718_MI0017353_human_miR-4718	1	51	+	51	0	0	0	0	0	0	0	0	0	0
hsa-mir-4719_MI0017354_human_miR-4719	hsa-mir-4719_MI0017354_human_miR-4719	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-4720_MI0017355_human_miR-4720	hsa-mir-4720_MI0017355_human_miR-4720	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4721_MI0017356_human_miR-4721	hsa-mir-4721_MI0017356_human_miR-4721	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-4722_MI0017357_human_miR-4722	hsa-mir-4722_MI0017357_human_miR-4722	1	60	+	60	0	0	0	0	0	0	0	0	0	0
hsa-mir-4520-2_MI0017358_human_miR-4520-2	hsa-mir-4520-2_MI0017358_human_miR-4520-2	1	54	+	54	0	0	0	0	0	0	0	0	0	0
hsa-mir-4723_MI0017359_human_miR-4723	hsa-mir-4723_MI0017359_human_miR-4723	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-451b_MI0017360_human_miR-451b	hsa-mir-451b_MI0017360_human_miR-451b	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-4724_MI0017361_human_miR-4724	hsa-mir-4724_MI0017361_human_miR-4724	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-4725_MI0017362_human_miR-4725	hsa-mir-4725_MI0017362_human_miR-4725	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-4726_MI0017363_human_miR-4726	hsa-mir-4726_MI0017363_human_miR-4726	1	58	+	58	0	0	0	0	0	0	0	0	0	0
hsa-mir-4727_MI0017364_human_miR-4727	hsa-mir-4727_MI0017364_human_miR-4727	1	55	+	55	0	0	0	0	0	0	0	0	0	0
hsa-mir-4728_MI0017365_human_miR-4728	hsa-mir-4728_MI0017365_human_miR-4728	1	67	+	67	0	0	0	0	0	0	0	0	0	0
hsa-mir-4729_MI0017366_human_miR-4729	hsa-mir-4729_MI0017366_human_miR-4729	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-4730_MI0017367_human_miR-4730	hsa-mir-4730_MI0017367_human_miR-4730	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4731_MI0017368_human_miR-4731	hsa-mir-4731_MI0017368_human_miR-4731	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4732_MI0017369_human_miR-4732	hsa-mir-4732_MI0017369_human_miR-4732	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4733_MI0017370_human_miR-4733	hsa-mir-4733_MI0017370_human_miR-4733	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-4734_MI0017371_human_miR-4734	hsa-mir-4734_MI0017371_human_miR-4734	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-4735_MI0017372_human_miR-4735	hsa-mir-4735_MI0017372_human_miR-4735	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-4736_MI0017373_human_miR-4736	hsa-mir-4736_MI0017373_human_miR-4736	1	47	+	47	0	0	0	0	0	0	0	0	0	0
hsa-mir-4737_MI0017374_human_miR-4737	hsa-mir-4737_MI0017374_human_miR-4737	1	81	+	81	0	0	0	0	0	0	1	0	0	0
hsa-mir-3064_MI0017375_human_miR-3064	hsa-mir-3064_MI0017375_human_miR-3064	1	66	+	66	0	0	0	0	0	0	0	0	0	0
hsa-mir-4738_MI0017376_human_miR-4738	hsa-mir-4738_MI0017376_human_miR-4738	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-4739_MI0017377_human_miR-4739	hsa-mir-4739_MI0017377_human_miR-4739	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4740_MI0017378_human_miR-4740	hsa-mir-4740_MI0017378_human_miR-4740	1	63	+	63	0	0	0	0	0	0	0	0	0	0
hsa-mir-4741_MI0017379_human_miR-4741	hsa-mir-4741_MI0017379_human_miR-4741	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-4742_MI0017380_human_miR-4742	hsa-mir-4742_MI0017380_human_miR-4742	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-4743_MI0017381_human_miR-4743	hsa-mir-4743_MI0017381_human_miR-4743	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-4744_MI0017382_human_miR-4744	hsa-mir-4744_MI0017382_human_miR-4744	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-3591_MI0017383_human_miR-3591	hsa-mir-3591_MI0017383_human_miR-3591	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-4745_MI0017384_human_miR-4745	hsa-mir-4745_MI0017384_human_miR-4745	1	62	+	62	0	0	0	0	0	0	0	0	0	0
hsa-mir-4746_MI0017385_human_miR-4746	hsa-mir-4746_MI0017385_human_miR-4746	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-4747_MI0017386_human_miR-4747	hsa-mir-4747_MI0017386_human_miR-4747	1	54	+	54	0	0	0	0	0	0	0	0	0	0
hsa-mir-4748_MI0017387_human_miR-4748	hsa-mir-4748_MI0017387_human_miR-4748	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-4749_MI0017388_human_miR-4749	hsa-mir-4749_MI0017388_human_miR-4749	1	61	+	61	0	0	0	0	0	0	0	0	0	0
hsa-mir-4750_MI0017389_human_miR-4750	hsa-mir-4750_MI0017389_human_miR-4750	1	56	+	56	0	0	0	0	0	0	0	0	0	0
hsa-mir-4751_MI0017390_human_miR-4751	hsa-mir-4751_MI0017390_human_miR-4751	1	74	+	74	0	0	0	0	0	0	0	0	0	0
hsa-mir-4752_MI0017391_human_miR-4752	hsa-mir-4752_MI0017391_human_miR-4752	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-4753_MI0017392_human_miR-4753	hsa-mir-4753_MI0017392_human_miR-4753	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-371b_MI0017393_human_miR-371b	hsa-mir-371b_MI0017393_human_miR-371b	1	66	+	66	0	0	0	0	0	0	0	0	0	0
